loss/actor,timestep
0.060722310928627884,1000
0.032178501503542,2000
0.02482608213461938,3000
0.021008105459623054,4000
0.01849818800296635,5000
0.016497809824533787,6000
0.01523236396163703,7000
0.014102227888070043,8000
0.013183995828498132,9000
0.012507946270983667,10000
0.011833453178871429,11000
0.011210446245968326,12000
0.010782200600486243,13000
0.010525539871305232,14000
0.010041045837104301,15000
0.009799889302346872,16000
0.009345357381738705,17000
0.00919992758659643,18000
0.008868038788437862,19000
0.008736977400258158,20000
0.008513766302727172,21000
0.008283895654603869,22000
0.008249912919942303,23000
0.00798431035690007,24000
0.007877407277934243,25000
0.007822892502415907,26000
0.0075618168539367675,27000
0.007491459446493543,28000
0.007364460754208268,29000
0.007119851561728875,30000
0.007158698193263274,31000
0.0069376263937447145,32000
0.006974075736245148,33000
0.006800321981078011,34000
0.00667166650155558,35000
0.006607081686612216,36000
0.006531452037626869,37000
0.00645000779815017,38000
0.006359808790963141,39000
0.006311551369726656,40000
0.006282682502176618,41000
0.006083466605283314,42000
0.006091747929574915,43000
0.006012504251440973,44000
0.005962387613952179,45000
0.0057678420047741165,46000
0.0058400557560380605,47000
0.005728283000877132,48000
0.00572324716113509,49000
0.005599161905236542,50000
0.005570979334414013,51000
0.005577986957272515,52000
0.005422517585800971,53000
0.005423473054775971,54000
0.005330844895914205,55000
0.005291439922293642,56000
0.005282923226011925,57000
0.0051936792193446385,58000
0.005153775944374509,59000
0.005140165231656287,60000
0.0050466384903993435,61000
0.005107146987458687,62000
0.0049901066701859365,63000
0.004987616412108765,64000
0.004981249693548301,65000
0.0049116048915311735,66000
0.0049237441273871875,67000
0.004813307802658525,68000
0.004766350008780136,69000
0.004772536673815926,70000
0.0047544797295704395,71000
0.004685047896113263,72000
0.004689276510151101,73000
0.004580055329715833,74000
0.004574889453127972,75000
0.004605438543017957,76000
0.004497402689186852,77000
0.004468179046642037,78000
0.004456453840946778,79000
0.004476456047035761,80000
0.004404320688918244,81000
0.004394223359180609,82000
0.004305601397063574,83000
0.004372394507983692,84000
0.004251656579086547,85000
0.004217518558260047,86000
0.004249825109029179,87000
0.004226608977420258,88000
0.004130494680954148,89000
0.0042009497079998175,90000
0.004157781456597145,91000
0.004104967111954478,92000
0.004158135436009606,93000
0.004055499373702331,94000
0.004052350002806631,95000
0.003986052050255237,96000
0.003964397520292545,97000
0.003940743786515665,98000
0.004021110791945823,99000
0.00392050725291482,100000
0.003970142171485354,101000
0.003963988812873139,102000
0.003859795612748707,103000
0.0038467644455377043,104000
0.0038586327356751942,105000
0.003816771127283576,106000
0.0037095937114208946,107000
0.0037827964283060297,108000
0.003726370593765749,109000
0.0036952119048219195,110000
0.003777776716975498,111000
0.0037060133137274483,112000
0.003586963245877996,113000
0.003651801697677008,114000
0.0036472246141638688,115000
0.0036472654193639713,116000
0.0036144769035745435,117000
0.003580191421555352,118000
0.003562051885994153,119000
0.0035769015518017163,120000
0.00351382667804137,121000
0.0035556282119359856,122000
0.0035219940566457793,123000
0.0035162431467324496,124000
0.0034447758130263456,125000
0.0034723930195905213,126000
0.003482016119291074,127000
0.0033856417523929865,128000
0.0034191307858563954,129000
0.0033304338464513433,130000
0.003429173464654011,131000
0.0033481255768565473,132000
0.0034391876595327602,133000
0.003349405979970475,134000
0.0033216984840109976,135000
0.003301601771963763,136000
0.003319317389163182,137000
0.00333495871024206,138000
0.003245958416489884,139000
0.0032586693721823406,140000
0.0032561617710161945,141000
0.003216774096479643,142000
0.003230708325980235,143000
0.003188151749665847,144000
0.003168104298529219,145000
0.0032377468213671792,146000
0.003189927535364405,147000
0.003154135149321521,148000
0.0031669218805618557,149000
0.0031424009294714742,150000
0.0031166007186984638,151000
0.003104729390004654,152000
0.0030894820059183987,153000
0.0030986539582954753,154000
0.0030384823397034823,155000
0.0030583782854955656,156000
0.0030398946824716482,157000
0.003026052837492901,158000
0.003067436945624656,159000
0.0029789927818346775,160000
0.0030259629331994835,161000
0.0029873403867241035,162000
0.0030525844721123606,163000
0.0029765152313047977,164000
0.00299985163006931,165000
0.002998611749266272,166000
0.0029884961596690135,167000
0.002940363380243068,168000
0.0029262662390246975,169000
0.0029238342818571233,170000
0.0029262319515692085,171000
0.002925359054934235,172000
0.0028993118425132687,173000
0.002896362417726782,174000
0.0029035005629994,175000
0.002846353683387867,176000
0.0028145708661759233,177000
0.0028804644262418176,178000
0.00283408360683825,179000
0.0028329651593230576,180000
0.002816823461907914,181000
0.0027967180095147363,182000
0.0028070736315567034,183000
0.0027896910151466708,184000
0.0028407518520252827,185000
0.002735056615667423,186000
0.002781886560958809,187000
0.0027754024869063878,188000
0.0027939390740357247,189000
0.0027516314574750154,190000
0.00274364669038914,191000
0.0027754696375923184,192000
0.002701231760671359,193000
0.002682165721664202,194000
0.0026877369013382016,195000
0.0027155875420430647,196000
0.0027554316916503043,197000
0.0027142617232166232,198000
0.002672733106417586,199000
0.0026893329089507454,200000
